"Data Source","World Development Indicators",

"Last Updated Date","2015-07-28",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014",
"China","CHN","GDP (current US$)","NY.GDP.MKTP.CD","59184116448.734","49557050149.2488","46685178472.5669","50097303236.9414","59062254850.0063","69709153070.5519","75879434727.4582","72057028513.4037","69993497847.3679","78718820427.3775","91506211247.6151","98562023780.8911","112159813708.433","136769878303.46","142254741994.697","161162492323.502","151627687451.641","172349014036.231","148382111408.421","176856525583.837","189649992097.917","194369049161.659","203549626866.587","228950200342.92","258082147465.753","307479585561.641","298805792770.931","271349773351.123","310722213910.723","345957485676.63","358973229984.806","381454719117.524","424934073272.017","442874578719.177","562261127911.653","732032011906.527","860844056633.516","958159460666.051","1025276850066.28","1089447070541.1","1205260617243.74","1332239847913.1","1461913992597.02","1649921408406.66","1941745602165.09","2268594289022.03","2729784031906.09","3523094314820.9","4558431073438.2","5059419738267.41","6039658508485.59","7492432097810.11","8461623162714.07","9490602600148.49","10360105247908.3",
"Cote d'Ivoire","CIV","GDP (current US$)","NY.GDP.MKTP.CD","546203558.453309","618245635.137725","645284474.550127","761047198.961486","921063326.289196","919771228.027916","1024102881.89275","1082922725.79633","1281281277.9657","1361360291.59377","1455482795.24894","1584128511.25216","1849400398.27172","2508421425.61301","3070152313.81078","3893839184.09062","4662053819.5717","6265068200.34324","7900526290.26731","9142933955.61966","10175617589.3498","8432589956.3591","7567110855.83065","6838184772.16174","6841639250.18767","6977650648.49897","9158302111.48013","10087654451.3906","10255169811.9972","9757410629.68042","10795850584.7616","10492628587.8153","11152971284.4722","11045760268.6163","8313557515.23869","11000146268.7173","12139234220.4736","11722143261.4375","12612034272.5016","12376639180.273","10717022847.5783","11192560719.3464","12346919152.186","15306602195.2337","16554441555.0924","17084927539.8488","17800887469.3429","20343636058.6269","24224905503.6973","24277494337.6519","24884503950.8018","25381617035.7926","27040560685.6989","31292558602.3603","34253611098.3199",
"Cameroon","CMR","GDP (current US$)","NY.GDP.MKTP.CD","618740961.954926","657597316.82723","699373631.083695","723624330.86534","782384403.973504","814140009.385396","853268764.376992","934078958.322235","1053076992.00205","1152418382.25143","1160002328.86188","1233991070.5114","1430951432.4417","1758727646.7678","2255496517.13602","2752770608.50284","3076592633.83889","3366368801.2929","4409920571.00556","5811443663.37712","6740757493.3311","7636346056.52105","7322913599.8445","7381853864.80725","7801858400.91106","8148223552.04462","10621157923.4416","12302473328.8907","12493286837.1095","11140057045.9815","11151578702.7901","12434368415.8673","11396311478.3772","13532134752.3363","9220471471.00792","8733230556.25226","9732328760.59616","9840553566.15329","9629649715.17252","10486451906.6052","9287367568.80529","9633109256.73606","10879778327.8454","13621738512.3557","15775356736.9138","16587857509.4422","17953066721.0949","20431780377.8605","23322254113.5623","23381142146.6485","23622483983.7101","26587311527.5711","26472056037.7696","29567504655.4935","32548591285.8631",
"Congo, Rep.","COG","GDP (current US$)","NY.GDP.MKTP.CD","131731862.568116","151675739.161345","166521239.860932","172233430.868742","185693724.844605","198318063.85898","220613582.367711","237397428.337665","251247458.009095","265040036.060376","274960699.855412","322128019.3181","410669262.902246","541973362.488844","585364635.349453","767102679.022985","754549600.538895","765224030.625887","878771771.30646","1198749665.96406","1705796849.58454","1993512325.92526","2160640566.53296","2097274289.64059","2193581366.39722","2160872541.4266","1849268214.70584","2297753649.29109","2212536313.3303","2389593021.93295","2798746050.62751","2724853507.63856","2933222705.80382","1918970177.74925","1769365438.87155","2116003868.17928","2540697537.71673","2322719101.29807","1949481380.64044","2353909441.71514","3219910666.03357","2794259756.13093","3019993723.13308","3495868724.68452","4648628839.53457","6087002681.74095","7731261310.93322","8394688284.06224","11859014004.0772","9593536531.23778","12007880590.4575","14425607224.168","13677930123.5919","14085852120.4761","14135462555.8413",
"Colombia","COL","GDP (current US$)","NY.GDP.MKTP.CD","4040948304.74373","4552914129.61186","4968598030.68741","4838841455.55556","5992169466.66667","5790247619.04762","5452762962.96296","5727208180.14705","5918467519.18157","6405440200.13469","7198373469.47995","7820367892.9766","8671371951.2195","10315774588.1355","12370045405.1288","13098633901.8673","15341403660.4698","19470978268.2589","23263511958.0509","27940389361.1188","33400712095.04","36388389129.3376","38968019453.0773","38729822781.5997","38253120737.9671","34894419525.2204","34942483688.1685","36373312082.6578","39212545681.4333","39540083645.5519","40274204595.2296","41239551378.2482","49279585355.0948","55802540100.9795","81703496603.9934","92507277798.1985","97160111573.337","106659507963.528","98443743190.8491","86186156584.3817","99886577575.5444","98203544965.2678","97933392356.4253","94684582573.3167","117074865515.279","146566266310.57","162590146096.414","207416494642.379","243982437870.84","233821670544.258","287018184637.529","335415156702.186","369659700375.52","380063456192.64","377739622865.838",
"Comoros","COM","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","123505661.348515","114271876.277722","107089562.695541","111519674.004581","107489831.795505","114490708.868824","162487778.450173","196433673.798862","207476558.379624","198733188.223655","250030778.38846","246823412.937961","266191082.845245","263568133.064641","185761813.213562","231896233.742985","230495756.548375","212099640.768249","215394048.572942","222580461.640908","201899883.626713","220093828.34815","246737670.812348","317562300.765468","368143110.95941","380372884.760887","406111892.704545","462453621.984987","523134877.748712","524157263.934839","530493417.570088","586281824.066875","570865871.901881","618664794.041999","647720102.467518",
"Cabo Verde","CPV","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","142246875.536716","139468114.599741","140630758.594899","138476239.366792","132019065.033419","137728155.212661","190651207.999511","235253171.841062","264308140.285149","267448513.108168","306891107.262039","319827058.592875","357160985.327413","490417389.682569","406580652.330537","487148993.533109","501979075.352537","490608657.924976","521910560.524868","592416703.058878","539227052.856676","563024256.736127","620974807.143115","813963933.816887","924318505.851547","971976952.231872","1107890815.26802","1513934037.34178","1789332788.15415","1711816593.2195","1664310632.42359","1864823990.88757","1751887838.49687","1837909382.55221","1871187333.50311",
"Costa Rica","CRI","GDP (current US$)","NY.GDP.MKTP.CD","507516613.263757","490324260.748183","479181219.937279","511902559.411896","542578815.16935","592981162.264151","647305630.188679","699456618.867925","773841494.339623","853630203.773585","984830158.490566","1077152881.15701","1238251652.63031","1528916176.03108","1666544789.82505","1960863536.50732","2412555513.17295","3072427123.97344","3523208937.2456","4035519469.19615","4831447175.93333","2623807081.52846","2606621245.95699","3976453954.16047","4593908762.08812","4796628461.38614","5477895474.91039","5841132961.60586","6063759370.62937","6866402028.10997","7403457319.20472","7162546761.41469","8573611050.18873","9638291586.86293","10557530654.1743","11722357067.305","11843228539.7911","12828975924.3336","14101753567.4015","15796567138.0566","15946443103.2804","16403602943.4123","16844378578.178","17517536016.3339","18596365926.995","19964925502.6463","22526463618.6989","26322000105.2344","29837895769.0591","29382694860.8539","36298327620.1953","41237293551.3474","45300669857.48","49236710394.4487","49552580683.1461",
"Caribbean small states","CSS","GDP (current US$)","NY.GDP.MKTP.CD","1859229127.1255","2010807365.08054","2120345750.82757","2258228756.86644","2429886817.46208","2614400288.5676","2834716243.2846","3047396318.4979","3031236428.35274","3303911434.3741","3646983511.78239","3971866810.12735","4595320672.16405","5050458051.84506","6535038886.16111","7650579945.90892","7874820031.53864","9115305701.56394","9329515048.56494","10715529704.9346","13198346287.0527","14416121413.1871","16021593673.7191","16406832298.1221","15572528823.1365","15339714647.2066","13910360615.9935","14931366008.9006","15805757937.9889","16151256708.4698","17581092365.5974","17457961940.5765","17177932579.3924","17881237285.5852","18982650104.5987","20821836848.9979","22680636447.438","25356787975.7006","27847248269.9721","29613300913.2386","32283550905.8896","33156568947.9663","34952635476.2375","37422356830.7091","40770535976.043","46644709704.7018","52406022694.0475","58258651663.2145","66487175102.1987","55997346880.4693","59206873543.5379","63821937993.7835","65253803029.3913","66803441355.2514","",
"Cuba","CUB","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","5693005244","6914658389","8135150888.7723","9987709686.36912","11405957363.4146","13027415252.439","13789579892.8136","14206158657.8313","17844705319.4805","19584443219.1781","19912889808.3333","20150254124.0964","20953510265.8824","22205716020.35","24039383641.4343","22921491786.9543","24226283927.4787","25213614325.1389","27458999535.6201","27025200369.1125","28645436550.5319","24317883624.0548","22085858204.0541","22367254851.3514","28448326795.9459","30428638304.4183","25017300000","25366200000","25736600000","28365300000","30565200000","31683300000","33590400000","35901500000","38202800000","42644200000","52742100000","58603500000","60806300000","62078600000","64328200000","68990140000","73139050000","77149700000","",
"Curacao","CUW","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cayman Islands","CYM","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1012444074.07495","","","","","","","","","","3207032512.94205","","","","","","","","",
"Cyprus","CYP","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","489912541.50963","576090015.541753","734876215.358717","964024708.074513","1288699035.25043","2154311276.94859","2087496373.77964","2159242416.76942","2160364071.19021","2278248953.14058","2430411900.19194","3090734463.27684","3704813885.50548","4278792597.23965","4563482603.5503","5591130217.66965","5770197348.48485","6912150456.32334","6590291048.29211","7425703928.57143","9914864165.58862","9989422835.63363","9504538198.40365","10209966063.3484","10443559870.5502","9929632422.24317","10328979963.5701","11345759615.3846","14445240090.6002","17164625000","18270009451.3257","19866878478.6748","23716042497.1344","27493064742.3573","25593262400.8645","25247424010.9811","27089174646.3239","24940600822.1062","24057251748.5613","23226158986.1653",
"Czech Republic","CZE","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40315846933.6601","29557058045.2556","34451991510.4351","40452245051.9672","47364870592.3224","59537113790.5049","66775046785.4354","61621364981.4187","66372594575.1707","64719461254.5271","61474265134.5364","67375623427.4642","81696651658.8981","99300329682.0164","118976023159.713","135990215966.674","155213006071.979","188818155388.125","235204812643.146","205729790694.015","207015860050.371","227307455399.273","206751372749.33","208796024645.834","205522871251.355",
